0 0.0 0.0 0.0
1 -0.012510888292574626 -0.00218774844184614 -0.0051329713420852525
2 -0.0012650525667827258 0.012965395829870538 0.010136904160115343
3 0.04217110667539591 0.06919076087636562 0.0627004668405724
4 0.1368012555208444 0.16298271133145142 0.15356205563960038
5 0.2487432829504836 0.2780133776710286 0.26894269361497
6 0.36448051803453135 0.39826691023753236 0.38819053033078943
7 0.4593291891856817 0.49307444921854743 0.48139318137416803
8 0.5053956201915433 0.546557869585739 0.5335409810715445
9 0.515743981693742 0.5614647959611798 0.5452262211785919
10 0.48993641200778415 0.5349471186636477 0.515800032620361
11 0.4364133959047878 0.47547127013106305 0.4538836083339734
12 0.3627093371654062 0.39359488223093325 0.37148020635841117
13 0.25900154654499463 0.2987908511992981 0.2779061962375349
14 0.16120493650108467 0.198803979577723 0.1785830524830854
15 0.0573577376776354 0.09357094905142126 0.07295316904225979
16 -0.058345286970145835 -0.030914517950184003 -0.05192368383508646
17 -0.2343450882374511 -0.19458585594042294 -0.2146125472023353
18 -0.4433589288740658 -0.4045151433394328 -0.4221364581758863
19 -0.672826362959412 -0.639031675188694 -0.6526351901452061
20 -0.8863477461407772 -0.8593759164388773 -0.869487739378572
21 -1.0467340488884636 -1.0281949103513575 -1.0357771558095126
22 -1.1430706610171464 -1.1143235234698883 -1.1182314575799561
23 -1.1517358926278747 -1.1281249433536598 -1.125220138490651
